Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:17M1JFSr2eEvo5dQnCIQim,"More Than I Can Say - Remastered","The Show Must Go On: The Leo Sayer Anthology","Leo Sayer",1996,222133,60,false,sauerro,2021-11-07T15:28:56Z,"soft rock,yacht rock","Rhino/Warner Records",0.726,0.506,10,-12.77,1,0.0239,0.213,0.0000341,0.332,0.72,96.5,4
spotify:track:6XNGIaXv2xljDcxQ99p65f,"Love On The Rocks","The Jazz Singer (Original Songs From The Motion Picture)","Neil Diamond",1980-11-10,217893,52,false,sauerro,2021-11-07T15:29:15Z,"","Neil Diamond",0.359,0.193,9,-17.12,0,0.0387,0.889,0.0000421,0.0879,0.156,64.572,4
spotify:track:1BrbXIJ7b161oQ0PfC0K32,"Woman - Remastered 2010","Double Fantasy","John Lennon",1980-11-17,212933,64,false,sauerro,2021-11-07T15:30:47Z,"christmas","BEATLES CATALOG MKT (C91)",0.588,0.656,3,-6.373,1,0.0224,0.378,0.00227,0.042,0.746,79.701,4
spotify:track:1ko2lVN0vKGUl9zrU0qSlT,"Just the Two of Us (feat. Bill Withers)","Anthology","Grover Washington Jr.,Bill Withers",1985,438493,78,false,sauerro,2021-11-07T15:31:53Z,"soul jazz,smooth jazz,soul,classic soul,motown","Rhino/Elektra",0.749,0.497,10,-12.609,0,0.105,0.41,0.0499,0.0504,0.585,95.818,4
spotify:track:5khAYmr8HHFwI3sp0Lw9wp,"Being With You","Being With You","Smokey Robinson",1981-01-01,246960,60,false,sauerro,2021-11-07T15:32:25Z,"motown,quiet storm,classic soul","UNI/MOTOWN",0.649,0.434,0,-9.529,0,0.0267,0.764,0.00000244,0.0822,0.572,108.754,4
spotify:track:32fKHW6Eac4yBXn9WY7Aic,"All Those Years Ago - Remastered 2004","Somewhere In England","George Harrison",1981-06-01,227320,0,false,sauerro,2021-11-07T15:32:50Z,"","Parlophone",0.555,0.639,2,-6.832,1,0.033,0.137,0.0000199,0.0733,0.518,125.77,4
spotify:track:375ntCG12wzCyfzclwYFwG,"Believe It or Not (Theme from Greatest American Hero)","America's Greatest Hero","Joey Scarbury",1981,195293,57,false,sauerro,2021-11-07T15:33:09Z,"yacht rock","Rhino/Elektra",0.521,0.743,2,-5.903,1,0.0338,0.249,0,0.096,0.451,117.129,4
spotify:track:3fvDLsiTHPQNgzuMd3Mpb5,"Slow Hand","Black & White (Expanded Edition)","The Pointer Sisters",1981,231960,61,false,sauerro,2021-11-07T15:33:47Z,"disco","RCA/Legacy",0.826,0.558,6,-7.766,1,0.0322,0.403,0.0000194,0.0631,0.359,110.77,4
spotify:track:6R6ib5FgDYlG0rPA9c5DVv,"Queen Of Hearts","Juice","Juice Newton",1981-01-01,205826,63,false,sauerro,2021-11-07T15:34:11Z,"","EMI Music Nashville (ERN)",0.658,0.862,2,-9.963,1,0.0535,0.211,0.0000544,0.2,0.969,169.532,4
spotify:track:7HKez549fwJQDzx3zLjHKC,"Start Me Up - Remastered 2009","Tattoo You (2009 Re-Mastered)","The Rolling Stones",1981-08-24,213066,81,false,sauerro,2021-11-07T15:34:29Z,"classic rock,rock","Polydor Records",0.631,0.932,5,-4.142,1,0.0354,0.0429,0.137,0.0918,0.971,122.431,4
spotify:track:2OgVsp77En2nju8pnCieVU,"Waiting for a Girl like You","4 (Expanded)","Foreigner",1981,292066,81,false,sauerro,2021-11-07T15:34:48Z,"aor,classic rock","Rhino Atlantic",0.33,0.469,10,-9.286,0,0.0335,0.31,0.0000023,0.0402,0.433,201.327,4
spotify:track:2w4EpqGasrz9qdTwocx54t,"Open Arms","Escape (Bonus Track Version)","Journey",1981,202173,6,false,sauerro,2021-11-07T15:35:08Z,"aor,classic rock","Columbia",0.405,0.21,2,-13.214,1,0.0279,0.584,0,0.139,0.174,100.577,3
spotify:track:5o37x6LpNSec4jSfPIChsQ,"We Got The Beat - 2011 Remaster","Beauty And The Beat (30th Anniversary Deluxe Edition)","The Go-Go's",1981-07-08,151106,54,false,sauerro,2021-11-07T15:35:33Z,"new wave","Capitol Records",0.595,0.996,2,-3.418,1,0.0599,0.195,0.0345,0.0351,0.376,152.049,4
spotify:track:1syhTK7LlvpeWdZNsZARP0,"Don't Talk to Strangers","Success Hasn't Spoiled Me Yet","Rick Springfield",1982-03-23,180360,55,false,sauerro,2021-11-07T15:36:02Z,"yacht rock","RCA Victor",0.799,0.714,1,-9.472,0,0.0421,0.286,0,0.145,0.67,123.207,4
spotify:track:37BTh5g05cxBIRYMbw8g2T,"Rosanna","Toto IV","TOTO",1982-04-08,331200,78,false,sauerro,2021-11-07T15:36:18Z,"yacht rock,soft rock","Columbia",0.365,0.513,7,-13.034,0,0.0357,0.0208,0.000147,0.205,0.739,80.647,4
spotify:track:67eX1ovaHyVPUinMHeUtIM,"Hurts So Good","American Fool","John Mellencamp",1982,218960,74,false,sauerro,2021-11-07T15:37:02Z,"classic rock","John Mellencamp 2023 (Island)",0.785,0.737,9,-5.306,1,0.0363,0.042,0.000107,0.108,0.971,125.447,4
spotify:track:15ob9SMGLWrexuPuyuMjKl,"Gloria","The Best of Branigan","Laura Branigan",1995-06-06,295066,66,false,sauerro,2021-11-07T15:37:48Z,"","Atlantic Records",0.775,0.866,9,-3.598,1,0.0295,0.135,0.0376,0.152,0.875,131.338,4
spotify:track:4IT6vDuKprKl6jyVndlY8V,"The Girl Is Mine (with Paul McCartney)","Thriller","Michael Jackson,Paul McCartney",1982-11-30,222333,70,false,sauerro,2021-11-07T15:38:04Z,"","Epic",0.681,0.527,9,-10.422,1,0.0561,0.225,0,0.0989,0.707,81.425,4
spotify:track:7AfJD2BBs2ETS0dmrrLA8N,"Shame On The Moon - Remastered 2011","Ultimate Hits: Rock And Roll Never Forgets (Remastered)","Bob Seger",2011-11-21,294946,37,false,sauerro,2021-11-07T15:38:28Z,"classic rock","Bob Seger",0.608,0.56,9,-7.562,1,0.0259,0.293,0.00115,0.147,0.553,104.04,4
spotify:track:3kNIXrf4wOLxBh40tA5NtN,"Do You Really Want To Hurt Me - Remastered 2002","Culture Club (Deluxe Edition)","Culture Club",2002-01-01,263493,52,false,sauerro,2021-11-07T15:38:58Z,"","EMI Marketing",0.731,0.594,4,-6.285,0,0.0345,0.0563,0,0.13,0.336,100.676,4
spotify:track:7LmDmvqagpX0PKxveGtZTa,"Jeopardy","Kihnspiracy","The Greg Kihn Band",1983,229653,0,false,sauerro,2021-11-07T15:39:27Z,"","Riot Records",0.851,0.808,0,-4.695,1,0.0355,0.0712,0.0504,0.156,0.89,110.566,4
spotify:track:5Jak77MTrWWypQr85wmXeo,"Time (Clock Of The Heart)","This Time","Culture Club",1987-01-01,223693,0,false,sauerro,2021-11-07T15:39:56Z,"","Virgin Records",0.723,0.633,0,-11.24,0,0.0357,0.529,0,0.0701,0.898,116.95,4
spotify:track:5JtKXK6reYgbvWUfegWQJu,"Electric Avenue","No.1 Urban Hits","Electric Avenue",2014-11-01,198436,29,false,sauerro,2021-11-07T15:40:41Z,"","Silverphonic Records",0.91,0.622,9,-6.904,1,0.0799,0.0134,0.00000303,0.0288,0.915,121.568,4
spotify:track:01MXkFA8sL7at6txavDErt,"Making Love Out of Nothing at All","All Out Of Love","Air Supply",2018-02-02,341746,78,false,sauerro,2021-11-07T15:41:33Z,"soft rock","Arista/Legacy",0.388,0.72,7,-5.541,1,0.033,0.202,0.000288,0.283,0.554,141.283,4
spotify:track:2bZswvNGESo7MKeg7SQ9rp,"Say It Isn't So","The Very Best of Daryl Hall / John Oates","Daryl Hall & John Oates",2001-01-23,257466,49,false,sauerro,2021-11-07T15:42:12Z,"yacht rock,soft rock","RCA Records Label",0.769,0.595,4,-11.796,0,0.028,0.0588,0,0.18,0.969,113.971,4
spotify:track:0l7IjJQOSHdj9mp5TaBDhB,"Joanna","The 50 Greatest Songs","Kool & The Gang",2007-10-29,263786,43,false,sauerro,2021-11-07T15:42:28Z,"disco,funk","Mercury Records",0.864,0.48,10,-12.215,1,0.0315,0.133,0.00202,0.165,0.939,104.745,4
spotify:track:4ZhPLoMzZwewHLLjV1J15c,"99 Luftballons","Nena","Nena",1983-09-23,232466,7,false,sauerro,2021-11-07T15:43:03Z,"neue deutsche welle,schlager,german pop","BMG Rights Management GmbH",0.575,0.555,4,-7.495,1,0.0453,0.103,0.0000013,0.111,0.504,95.361,4
spotify:track:4y1LsJpmMti1PfRQV9AWWe,"Girls Just Want to Have Fun","She's So Unusual","Cyndi Lauper",1983-10-14,238266,85,false,sauerro,2021-11-07T15:43:30Z,"","Portrait",0.71,0.799,6,-4.897,1,0.0328,0.22,0.000602,0.349,0.725,120.372,4
spotify:track:2H2379xRxgQVvcOSoL8Ajr,"Somebody's Watching Me","Body By Jake: Randy Couture Workout Mix (BPM 104-144)","Rockwell",2012-02-01,293933,58,false,sauerro,2021-11-07T15:44:09Z,"","Body By Jake",0.791,0.62,1,-6.204,0,0.0344,0.124,0.0000418,0.0548,0.843,123.933,4
spotify:track:7FwBtcecmlpc1sLySPXeGE,"Dancing In the Dark","Born In The U.S.A.","Bruce Springsteen",1984-06-04,241306,86,false,sauerro,2021-11-07T15:44:29Z,"","Columbia",0.527,0.942,1,-5.64,0,0.0366,0.0115,0,0.188,0.495,148.723,4
spotify:track:54X78diSLoUDI3joC2bjMz,"Purple Rain","Purple Rain","Prince",1984-06-25,520786,11,false,sauerro,2021-11-07T15:45:11Z,"funk rock","Rhino/Warner Records",0.367,0.452,10,-10.422,1,0.0307,0.0353,0.00228,0.689,0.189,113.066,4
spotify:track:5qeLeyIWCPe1FpdJLQTUDW,"The Wild Boys","Decade","Duran Duran",1989-11-20,257600,45,false,sauerro,2021-11-07T15:46:01Z,"new wave,synthpop","Parlophone UK",0.741,0.838,11,-7.622,0,0.0637,0.407,0,0.138,0.586,115.689,4
spotify:track:7LLBFAlUOE6rUHDePQL57a,"All I Need","All I Need","Jack Wagner",1984-01-01,209493,57,false,sauerro,2021-11-07T15:46:42Z,"","Rhino/Warner Records",0.475,0.375,9,-12.023,1,0.0282,0.468,0,0.162,0.166,140.277,4
spotify:track:5LYJ631w9ps5h9tdvac7yP,"Easy Lover","Chinese Wall (Expanded Edition)","Philip Bailey,Phil Collins",1984-10-01,305866,76,false,sauerro,2021-11-07T15:48:03Z,"yacht rock,soft rock","Columbia/Legacy",0.74,0.923,1,-5.082,1,0.0369,0.105,0.000163,0.0825,0.93,128.871,4
spotify:track:1rG2EZw9GJuBPleLhS64sn,"Loverboy","The Very Best of Billy Ocean","Billy Ocean",2010-04-26,249360,59,false,sauerro,2021-11-07T15:48:26Z,"yacht rock","Sony Music UK",0.734,0.71,6,-9.164,0,0.0389,0.0915,0.0000228,0.0635,0.715,107.901,4
spotify:track:0PXw9NKvolWTo7U9JkNzmc,"The Heat Is On - From Beverly Hills Cop Soundtrack","Above The Clouds - The Collection (Deluxe)","Glenn Frey",2018-04-27,227800,67,false,sauerro,2021-11-07T15:49:19Z,"","Geffen",0.622,0.865,7,-6.369,1,0.0531,0.0167,0.0000234,0.0692,0.87,149.706,4
spotify:track:7bkyXSi4GtVfD7itZRUR3e,"Material Girl","Like a Virgin","Madonna",1984-11-12,240706,70,false,sauerro,2021-11-07T15:50:09Z,"","Warner Records",0.775,0.616,0,-12.676,1,0.0317,0.246,0.00000677,0.0511,0.98,136.63,4
spotify:track:2I1W3hcSsPIsEJfD69pHrW,"Raspberry Beret","Around The World In A Day","Prince",1985-04-22,215173,68,false,sauerro,2021-11-07T15:50:38Z,"funk rock","Legacy Recordings",0.761,0.67,2,-12.759,1,0.0438,0.21,0.000426,0.0684,0.91,120.75,4
spotify:track:1qyJ6XpMHdsJD8pkiA7Qww,"We Don't Need Another Hero (Thunderdome)","Simply the Best","Tina Turner",1991-01-01,255186,63,false,sauerro,2021-11-07T15:51:28Z,"","Parlophone UK",0.69,0.674,8,-5.866,0,0.0471,0.201,0.00612,0.114,0.713,98.851,4
spotify:track:2OY17ER3xSmNXjGsqWzgn7,"Cherish","Emergency (Reissue)","Kool & The Gang",1984-11-15,290600,62,false,sauerro,2021-11-07T15:52:03Z,"disco,funk","Mercury Records",0.562,0.249,1,-18.652,1,0.0253,0.375,0,0.352,0.31,95.283,4
spotify:track:0b8eSsBka9epA2J0wnPMax,"You Belong To The City","Above The Clouds - The Collection (Deluxe)","Glenn Frey",2018-04-27,352760,62,false,sauerro,2021-11-07T15:52:44Z,"","Geffen",0.669,0.703,4,-5.789,0,0.0299,0.06,0.00147,0.0623,0.436,109.48,4
spotify:track:6N5DRCQUSXT1qQqmqsO92B,"Party All the Time","How Could It Be","Eddie Murphy",1985-02-05,253293,63,false,sauerro,2021-11-07T15:53:16Z,"comedy","Legacy Recordings",0.699,0.692,11,-13.045,1,0.0456,0.00979,0.000326,0.0427,0.677,135.03,4
spotify:track:2avaSeKHI5l4sLruVfLdi2,"Burning Heart - From Rocky IV Soundtrack","Rocky IV","Survivor",1985,230720,70,false,sauerro,2021-11-07T15:53:55Z,"","Volcano/Legacy",0.651,0.665,9,-7.43,0,0.0269,0.221,0.00000791,0.0403,0.647,97.996,4
spotify:track:0lqfBvf1Gqmmt3l5Qeirlm,"R.O.C.K. In The U.S.A. (A Salute To 60's Rock)","Scarecrow","John Mellencamp",1985,174360,59,false,sauerro,2021-11-07T15:54:27Z,"classic rock","John Mellencamp 2023 (Island)",0.432,0.958,9,-4.009,1,0.0819,0.00943,0.00000279,0.227,0.874,164.018,4
spotify:track:00vYs0qZA40Z8AAaN7xmMO,"Manic Monday","Different Light (Expanded Edition)","The Bangles",1986-01-10,184160,65,false,sauerro,2021-11-07T15:55:18Z,"jangle pop","Legacy Recordings",0.685,0.594,2,-10.906,1,0.0289,0.294,0.00000369,0.358,0.853,121.761,4
spotify:track:3hMHG6lx9QHVcfYSUr5PoM,"Danger Zone - From Top Gun Original Soundtrack","Top Gun - Motion Picture Soundtrack (Special Expanded Edition)","Kenny Loggins",1999-01-01,216346,67,false,sauerro,2021-11-07T15:56:27Z,"yacht rock","Columbia/Legacy",0.552,0.871,3,-7.251,0,0.0369,0.154,0.00000112,0.142,0.737,156.786,4
spotify:track:0snPJPxkk0MbTc0xeUvAPt,"Dancing On The Ceiling","Dancing On The Ceiling (Expanded Edition)","Lionel Richie",1986,270720,72,false,sauerro,2021-11-07T15:57:03Z,"motown","UNI/MOTOWN",0.698,0.774,0,-8.642,1,0.048,0.12,0.00000226,0.394,0.731,133.197,4
spotify:track:19u5G7pWq3Nj6lQiP4W4Hp,"Friends And Lovers (feat. Gloria Loring)","Carl Anderson","Carl Anderson,Gloria Loring",1982,226560,39,false,sauerro,2021-11-07T15:57:51Z,"","Epic",0.39,0.313,2,-9.928,1,0.0312,0.766,0,0.138,0.157,80.521,4
spotify:track:2G0ioyDyvIT1hu71VePzOL,"Don't Forget Me (When I'm Gone)","The Thin Red Line (Deluxe)","Glass Tiger",2012-06-15,248200,49,false,sauerro,2021-11-07T15:58:53Z,"","EMI Music Canada",0.588,0.831,9,-4.463,1,0.0295,0.101,0.00288,0.175,0.706,109.756,4
spotify:track:2fjJt3OQ8MPaZ3LMzAWiTA,"Typical Male","Break Every Rule","Tina Turner",1986-09-05,256826,55,false,sauerro,2021-11-07T15:59:43Z,"","Parlophone UK",0.762,0.745,1,-7.772,0,0.0407,0.0172,0.0137,0.0612,0.794,106.013,4
spotify:track:4JF9MKFo5i85o5ap1JHKYE,"I Didn't Mean To Turn You On","Riptide","Robert Palmer",1985-01-01,224800,52,false,sauerro,2021-11-07T16:00:40Z,"yacht rock","Island Records",0.68,0.485,5,-15.589,0,0.053,0.0937,0.696,0.255,0.967,120.657,4
spotify:track:6qBSGvyUzqNQv8XtnzCr9n,"Everybody Have Fun Tonight","Mosaic","Wang Chung",1986-10-14,287360,62,false,sauerro,2021-11-07T16:01:32Z,"new wave,synthpop","Geffen",0.728,0.619,9,-12.265,1,0.0379,0.0884,0.0000844,0.039,0.747,128.845,4
spotify:track:4yopZ4FVYS0RWKkCagdIEm,"Notorious - 2010 Remaster","Notorious (Deluxe Edition)","Duran Duran",1986-11-24,258546,57,false,sauerro,2021-11-07T16:03:58Z,"new wave,synthpop","Parlophone UK",0.806,0.681,0,-10.65,1,0.0627,0.589,0,0.0346,0.858,106.564,4
spotify:track:7nx6bmfojpAW4SCwoZM13B,"C'est La Vie","Robbie Nevil","Robbie Nevil",1986-11-01,270306,51,false,sauerro,2021-11-07T16:04:46Z,"","CAPITOL CATALOG MKT (C92)",0.726,0.809,7,-12.356,1,0.0541,0.559,0.00029,0.845,0.552,102.123,4
spotify:track:5tORtBzHUAnNrIw5Ql3kHZ,"Keep Your Hands to Yourself","Georgia Satellites","The Georgia Satellites",1986-09-16,205000,70,false,sauerro,2021-11-07T16:05:34Z,"southern rock","Elektra Asylum",0.577,0.807,2,-9.281,1,0.0449,0.00233,0.000257,0.0755,0.891,114.921,4
spotify:track:6Zd6gSMyyjSybIw4lK9Ecy,"Somewhere Out There - From An American Tail Soundtrack","An American Tail","Linda Ronstadt,James Ingram",1986-01-01,238173,56,false,sauerro,2021-11-07T17:07:25Z,"country rock,mariachi,yacht rock","Geffen*",0.32,0.221,0,-16.302,1,0.0328,0.817,0.000137,0.0977,0.116,80.04,4
spotify:track:3333YXdcyths5CB8v28dZj,"Let's Wait Awhile","Control","Janet Jackson",1986-02-04,277400,57,false,sauerro,2021-11-07T17:07:44Z,"new jack swing","A&M",0.592,0.2,1,-16.392,1,0.0344,0.823,0,0.101,0.382,172.647,4
spotify:track:7G7tgVYORlDuVprcYHuFJh,"Don't Dream It's Over","Crowded House","Crowded House",1986-01-01,236933,83,false,sauerro,2021-11-07T17:08:00Z,"","Capitol Records",0.439,0.421,8,-17.227,1,0.0411,0.0148,0.0000488,0.0697,0.551,81.833,4
spotify:track:64M7vSptOdMCuHwYzKuplj,"Looking For A New Love","Jody Watley","Jody Watley,Louil Silas Jr.",1987-01-01,307840,41,false,sauerro,2021-11-07T17:08:21Z,"new jack swing,freestyle","Geffen",0.936,0.432,2,-13.181,1,0.0546,0.116,0.00101,0.224,0.915,109.18,4
spotify:track:6QnFHieoch6U9J8zfv6hml,"I Want Your Sex - Pts. 1 & 2 Remastered","Faith","George Michael",1987-10-30,557293,54,false,sauerro,2021-11-07T17:08:43Z,"","Epic",0.812,0.6,10,-13.418,0,0.0538,0.00509,0.0248,0.0465,0.8,99.189,4
spotify:track:1NAf61L4b3jFgLJhThTQ8B,"U Got The Look - 2020 Remaster","Sign O' The Times","Prince",1987-03-31,226079,49,false,sauerro,2021-11-07T17:09:07Z,"funk rock","Legacy Recordings",0.822,0.583,9,-11.12,1,0.0596,0.108,0.0000576,0.0553,0.693,122.337,4
spotify:track:3sX3c6QUPSAiKf77RZRf5B,"Causing a Commotion","Who's That Girl Soundtrack","Madonna",1987-07-21,261666,50,false,sauerro,2021-11-07T17:11:14Z,"","Sire/Warner Records",0.771,0.749,5,-10.628,0,0.0401,0.216,0.00184,0.135,0.854,119.875,4
spotify:track:0IhUdJRoolbYeEMPL59XPm,"Is This Love - 2018 Remaster","Whitesnake (2018 Remaster)","Whitesnake",1987-04-07,284496,64,false,sauerro,2021-11-07T17:11:53Z,"glam metal,hard rock,glam rock","Rhino",0.263,0.759,0,-7.288,1,0.0431,0.0555,0,0.231,0.429,179.904,4
spotify:track:0P2vAvvWni2tNXOdbH3JFk,"Hazy Shade of Winter","The Essential Bangles","The Bangles",2004,167160,52,false,sauerro,2021-11-07T17:12:10Z,"jangle pop","Columbia",0.481,0.866,5,-7.143,0,0.0446,0.00892,0,0.097,0.426,150.427,4
spotify:track:6SoXgLYqIDiR7Q4Npijwnp,"What Have I Done to Deserve This? (with Dusty Springfield) - 2001 Remaster","Actually","Pet Shop Boys,Dusty Springfield",1987-09-07,263360,19,false,sauerro,2021-11-07T17:12:41Z,"synthpop,new wave","Parlophone UK",0.712,0.875,5,-5.281,1,0.0337,0.154,0.00197,0.114,0.915,118.023,4
spotify:track:2B1ylFlO2nBGJdPNb9vMnn,"I Get Weak","Heaven On Earth","Belinda Carlisle",1987-10-05,292293,41,false,sauerro,2021-11-07T17:12:59Z,"","Geffen*",0.583,0.732,10,-10.134,1,0.0288,0.357,0.00000103,0.101,0.369,103.38,4
spotify:track:2GQcFySZdtFDs7spggqNtp,"Endless Summer Nights","Greatest Hits","Richard Marx",1997-01-01,272000,37,false,sauerro,2021-11-07T17:13:25Z,"soft rock","Capitol Records",0.583,0.548,10,-9.551,1,0.0379,0.108,0,0.265,0.895,165.238,4
spotify:track:3m4OWJ3Ovl0pXwT79bw94N,"Devil Inside","Kick","INXS",1987,314607,54,false,sauerro,2021-11-07T17:13:43Z,"","Rhino Atlantic",0.501,0.784,0,-5.254,1,0.0699,0.0028,0.536,0.12,0.61,75.5,4
spotify:track:5KXKhCfPNS4342ly8tTf6w,"Shattered Dreams - Remastered 2008","Turn Back The Clock","Johnny Hates Jazz",1988,207346,70,false,sauerro,2021-11-07T17:14:02Z,"new wave,synthpop","Virgin Catalogue",0.655,0.72,10,-9.423,1,0.0312,0.0318,0.0000471,0.25,0.745,121.311,4
spotify:track:1ci5FGk5faD2gWyYl995yw,"Mercedes Boy","Pebbles","Pebbles",1987-11-16,295893,45,false,sauerro,2021-11-07T17:14:23Z,"new jack swing,quiet storm","Geffen",0.795,0.333,8,-14.609,1,0.0769,0.052,0.0295,0.319,0.967,114.764,4
spotify:track:0PdM2a6oIjqepoEfcJo0RO,"Pour Some Sugar On Me - Remastered 2017","Hysteria (Super Deluxe)","Def Leppard",1987-08-03,267306,78,false,sauerro,2021-11-07T17:14:43Z,"glam metal,glam rock,classic rock","UMC (Universal Music Catalogue)",0.267,0.953,1,-4.899,0,0.096,0.00211,0,0.283,0.568,84.989,4
spotify:track:0LBtQiEVfP4ysLQ43Do8uN,"Hands To Heaven","All That Jazz","Breathe",1988-01-01,259506,61,false,sauerro,2021-11-07T17:14:57Z,"","One Up",0.543,0.384,8,-15.018,1,0.0307,0.242,0.00000116,0.266,0.407,128.768,4
spotify:track:2Gd10PZnMktt3Cgo9s6yi0,"I Don't Wanna Go On With You Like That","Reg Strikes Back","Elton John",1988-06-24,275373,57,false,sauerro,2021-11-07T17:15:23Z,"","EMI",0.643,0.89,9,-8.359,0,0.0325,0.042,0.00102,0.03,0.965,134.9,4
spotify:track:0bSr5pybJSlgG5OZH441gF,"Simply Irresistible","Heavy Nova","Robert Palmer",1988-06-22,255093,54,false,sauerro,2021-11-07T17:15:39Z,"yacht rock","Parlophone UK",0.69,0.841,9,-13.357,1,0.0384,0.163,0.00000278,0.0441,0.716,142.782,4
spotify:track:4xnucvIktqiQowLjbUj9q5,"Don't Rush Me","Tell It to My Heart (Expanded Edition)","Taylor Dayne",1988-01-19,228000,40,false,sauerro,2021-11-09T02:56:08Z,"","Arista/Legacy",0.73,0.906,7,-4.729,0,0.0412,0.407,0.0000264,0.288,0.959,130.267,4
spotify:track:0gljI0CtjpdZK6ecidfxto,"Wild Thing","Loc-ed After Dark","Tone-Loc",1989-01-01,263573,67,false,sauerro,2021-11-09T02:56:29Z,"","The Bicycle Music Company",0.943,0.685,7,-11.903,1,0.188,0.000507,0.00000856,0.0604,0.813,125.515,4
spotify:track:6pvIzUyq2yxvIEIK8i6hRs,"The Lover In Me","The Lover In Me","Sheena Easton",1988-11-01,301373,36,false,sauerro,2021-11-09T02:57:07Z,"","Geffen",0.818,0.808,7,-8.536,0,0.0467,0.0274,0,0.0592,0.931,115.221,4
spotify:track:0C7dYeCLF6ukChtW64UNge,"Girl You Know It's True","Girl You Know It's True - The Best Of Milli Vanilli","Milli Vanilli",2013-07-26,198573,64,false,sauerro,2021-11-09T02:57:49Z,"","MCI",0.772,0.822,10,-5.649,0,0.123,0.00797,0.00148,0.457,0.526,97.718,4
spotify:track:0vbbwEUSkZf3oA1dLlIoFL,"Real Love","Larger Than Life","Jody Watley,Louil Silas Jr.",1989-01-01,261440,43,false,sauerro,2021-11-09T02:58:25Z,"new jack swing,freestyle","Geffen*",0.7,0.727,7,-8.341,1,0.0737,0.00241,0.00131,0.0267,0.704,109.165,4
spotify:track:1I0HPyA358wezY1aCpuLBS,"Soldier Of Love - 12 Version","The Definitive Collection","Donny Osmond",2009-01-01,353440,33,false,sauerro,2021-11-09T02:59:00Z,"","Polydor",0.498,0.95,10,-5.786,0,0.061,0.0507,0.00324,0.168,0.889,192.563,4
spotify:track:6ioBgySxoeQKALvAeLEmId,"Express Yourself","Celebration (double disc version)","Madonna",2009-09-18,239093,59,false,sauerro,2021-11-09T02:59:22Z,"","Warner Records",0.667,0.93,7,-4.585,1,0.0608,0.0108,0,0.176,0.893,115.572,4
spotify:track:3ojDU1HhKEfdExIN6QsK8q,"On Our Own","Ghostbusters II","Bobby Brown",1989-06-16,294413,52,false,sauerro,2021-11-09T02:59:55Z,"new jack swing","Geffen",0.659,0.899,2,-6.207,1,0.0423,0.0035,0,0.0629,0.562,101.802,4
spotify:track:2dEgwtRjYl6TJkIwjRwn6z,"Heaven","Dirty Rotten Filthy Stinking Rich","Warrant",1989,236866,63,false,sauerro,2021-11-09T03:00:23Z,"glam metal,glam rock","Columbia",0.461,0.488,6,-11.143,1,0.0287,0.115,0,0.128,0.33,145.778,4
spotify:track:7BLKBIoijWCkDyOATEr5vW,"Cherish","Celebration (double disc version)","Madonna",2009-09-18,229600,54,false,sauerro,2021-11-09T03:00:45Z,"","Warner Records",0.692,0.875,2,-4.528,1,0.0345,0.289,0.0000322,0.0675,0.9,131.88,4
spotify:track:0X5C4WjQNubRysTkHOubz3,"Lovesong - 2010 Remaster","Disintegration (Deluxe Edition)","The Cure",1989-05-02,209573,70,false,sauerro,2021-11-09T03:01:57Z,"new wave,post-punk,gothic rock,darkwave","Rhino/Elektra",0.611,0.813,9,-7.689,0,0.0279,0.339,0.898,0.224,0.821,140.112,4
spotify:track:0PbAyLrJRDxckQBLQ2Addc,"Sowing The Seeds Of Love","The Seeds Of Love","Tears For Fears",1989-09-25,376733,2,false,sauerro,2021-11-09T03:02:20Z,"new wave,synthpop","UMC (Universal Music Catalogue)",0.209,0.795,0,-7.241,1,0.0443,0.0109,0.0000563,0.355,0.682,171.975,4
spotify:track:6CCYX0JVy5qYqUvWpCvHXh,"Cover Girl","Hangin' Tough","New Kids On The Block",1988-09-02,241840,45,false,sauerro,2021-11-09T03:02:39Z,"","Columbia",0.721,0.765,6,-13.036,1,0.0345,0.0344,0.00000283,0.322,0.948,119.95,4
spotify:track:5z3ZDMP02xF33yCvPFnct3,"Don't Know Much (with Aaron Neville)","Cry Like a Rainstorm Howl Like the Wind","Linda Ronstadt,Aaron Neville",1989,211973,66,false,sauerro,2021-11-09T03:03:00Z,"country rock,mariachi,classic soul","Iconic Artists Group",0.401,0.285,11,-11.005,1,0.0327,0.657,0.0000113,0.158,0.267,130.465,4
spotify:track:4nTYxxF8iWBq54LO3dBUie,"Rhythm Nation","Rhythm Nation 1814","Janet Jackson",1989-09-19,330933,54,false,sauerro,2021-11-09T03:03:17Z,"new jack swing","A&M",0.633,0.931,1,-7.752,1,0.0686,0.0504,0.109,0.375,0.676,109.116,4
spotify:track:21qnJAMtzC6S5SESuqQLEK,"Pump Up The Jam","Pump Up The Jam","Technotronic",1989-11-28,320306,74,false,sauerro,2021-11-09T03:03:32Z,"eurodance,hip house,dance","Universal Music S.A.",0.885,0.844,10,-9.225,0,0.0733,0.0147,0.00000449,0.0494,0.715,124.602,4
